	Gene.ID	Gene.Name	Bit.Score	Evalue_num
5185	KH2012:KH.C5.228	KDM8	58.9	3.5e-09
5186	KH2012:KH.C5.229	FH	748	0
5187	KH2012:KH.C5.23	OGT	1692	0
5188	KH2012:KH.C5.231	ELAVL4	303	3.38e-98
5189	KH2012:KH.C5.232	TIMP4	90.1	1.83e-21
5190	KH2012:KH.C5.234	MCM3AP	88.6	9.69e-19
5191	KH2012:KH.C5.235	USH2A	53.9	3e-07
5192	KH2012:KH.C5.236	MMP21	317	1.52e-98
5193	KH2012:KH.C5.239	SLK	478	3.44e-148
5194	KH2012:KH.C5.24	TMEM9	89.7	1.45e-22
5195	KH2012:KH.C5.240	LRP6	136	3.58e-32
5196	KH2012:KH.C5.243	GADD45GIP1	74.3	2.89e-16
5197	KH2012:KH.C5.244	COLEC11	99.8	1.05e-24
5198	KH2012:KH.C5.245	KLHL12	176	1.44e-49
5199	KH2012:KH.C5.246	PIPOX	117	1.63e-32
5200	KH2012:KH.C5.247	EIF4B	153	2.25e-40
5201	KH2012:KH.C5.249	ARHGEF10	382	8.93e-112
5202	KH2012:KH.C5.25	SLC25A6	478	3.99e-172
5203	KH2012:KH.C5.250	PDE8A	620	0
5204	KH2012:KH.C5.251	RRP36	122	3.55e-33
5205	KH2012:KH.C5.253	KCNIP3	237	8.45e-79
5206	KH2012:KH.C5.254	FYB1	67.0	1.92e-11
5207	KH2012:KH.C5.255	NFIL3	80.1	6.62e-16
5208	KH2012:KH.C5.257	MCM10	265	9.16e-76
5209	KH2012:KH.C5.258	RNF44	147	2.72e-38
5210	KH2012:KH.C5.259	DGCR8	313	1.6e-97
5211	KH2012:KH.C5.26	CSAD	506	8.01e-177
5212	KH2012:KH.C5.261	CYP1B1	325	4.88e-104
5213	KH2012:KH.C5.263	POFUT1	337	9.99e-114
5214	KH2012:KH.C5.265	CLCN1	642	0
5215	KH2012:KH.C5.267	LTA4H	710	0
5216	KH2012:KH.C5.268	RAB3GAP1	429	9.9e-134
5217	KH2012:KH.C5.269	TMEM56	169	2.53e-51
5218	KH2012:KH.C5.27	FUT5	159	1.89e-44
5219	KH2012:KH.C5.271	PLB1	299	4.39e-90
5220	KH2012:KH.C5.273	RRP15	139	1.23e-40
5221	KH2012:KH.C5.274	AK3	249	5.22e-84
5222	KH2012:KH.C5.275	NRP2	44.3	0.000199
5223	KH2012:KH.C5.276	TSSC4	37.7	0.003
5224	KH2012:KH.C5.277	SPATA5	553	0
5225	KH2012:KH.C5.278	VEZT	138	1.2e-33
5226	KH2012:KH.C5.28	GPAT4	467	2.12e-163
5227	KH2012:KH.C5.281	EFCAB14	55.8	2.72e-08
5228	KH2012:KH.C5.282	ANKRD13C	367	1.26e-122
5229	KH2012:KH.C5.285	WDR1	318	1.32e-101
5230	KH2012:KH.C5.286	ATP5F1D	140	4.82e-43
5231	KH2012:KH.C5.287	PRKCQ	309	2.74e-98
5232	KH2012:KH.C5.289	ALAS1	669	0
5233	KH2012:KH.C5.29	GLDC	1339	0
5234	KH2012:KH.C5.290	HCCS	300	1.32e-102
5235	KH2012:KH.C5.291	CYP2J2	311	1.45e-100
5236	KH2012:KH.C5.292	TDRD12	263	1.44e-71
5237	KH2012:KH.C5.295	AMDHD1	522	0
5238	KH2012:KH.C5.296	PLB1	186	4.66e-53
5239	KH2012:KH.C5.297	PGAM2	341	1.77e-119
5240	KH2012:KH.C5.298	NPM1	59.3	6.36e-10
5241	KH2012:KH.C5.299	CAPSL	304	2.03e-106
5242	KH2012:KH.C5.3	CALR	529	0
5243	KH2012:KH.C5.302	BLVRB	144	3.58e-43
5244	KH2012:KH.C5.303	NSMCE3	174	6.02e-54
5245	KH2012:KH.C5.304	ALOX5	334	2.97e-105
5246	KH2012:KH.C5.305	SPATA48	175	1.21e-51
5247	KH2012:KH.C5.306	NAGPA	305	2.34e-98
5248	KH2012:KH.C5.309	CYP2U1	314	3.3e-101
5249	KH2012:KH.C5.31	CTSB	384	8.71e-134
5250	KH2012:KH.C5.311	VBP1	214	2.34e-71
5251	KH2012:KH.C5.312	KMO	479	3.51e-167
5252	KH2012:KH.C5.314	PLA2G1B	73.2	1.12e-16
5253	KH2012:KH.C5.315	PAIP1	131	2.59e-32
5254	KH2012:KH.C5.316	ECPAS	1257	0
5255	KH2012:KH.C5.317	ORAOV1	62.8	1.09e-12
5256	KH2012:KH.C5.32	SVEP1	511	1.5e-149
5257	KH2012:KH.C5.321	DDHD1	413	2.79e-133
5258	KH2012:KH.C5.323	SCP2	563	0
5259	KH2012:KH.C5.324	TRPM3	1207	0
5260	KH2012:KH.C5.325	MGST1	145	2.66e-45
5261	KH2012:KH.C5.326	FUT8	254	1.34e-77
5262	KH2012:KH.C5.327	TMPRSS11A	158	1.18e-44
5263	KH2012:KH.C5.328	CNBD2	75.9	5.29e-14
5264	KH2012:KH.C5.329	MRPL41	52.0	2.61e-09
5265	KH2012:KH.C5.33	GATC	72.8	5.28e-17
5266	KH2012:KH.C5.331	IWS1	385	3.93e-122
5267	KH2012:KH.C5.332	AOX1	1105	0
5268	KH2012:KH.C5.336	ATCAY	258	9.17e-84
5269	KH2012:KH.C5.338	LRP4	101	1.03e-21
5270	KH2012:KH.C5.34	UNCX	173	1.46e-50
5271	KH2012:KH.C5.340	FBXW4	242	1.7e-76
5272	KH2012:KH.C5.341	STK3	654	0
5273	KH2012:KH.C5.342	EIF5B	890	0
5274	KH2012:KH.C5.344	TRUB2	162	2.13e-47
5275	KH2012:KH.C5.345	MFSD13A	479	2.2e-166
5276	KH2012:KH.C5.346	DDC	506	2.67e-177
5277	KH2012:KH.C5.347	SMG9	291	3.9e-92
5278	KH2012:KH.C5.348	EPS15L1	484	3.72e-158
5279	KH2012:KH.C5.349	PIGV	246	3.32e-76
5280	KH2012:KH.C5.35	UMPS	494	1.39e-172
5281	KH2012:KH.C5.350	ZNF649	89.7	2.4e-19
5282	KH2012:KH.C5.351	CHIT1	43.9	9.46e-05
5283	KH2012:KH.C5.352	MYO15A	212	1.87e-55
5284	KH2012:KH.C5.353	CYP2U1	282	1.26e-90
5285	KH2012:KH.C5.355	APBB2	172	7.58e-48
5286	KH2012:KH.C5.356	SLC7A1	561	0
5287	KH2012:KH.C5.357	DNAH12	5491	0
5288	KH2012:KH.C5.358	DMTF1	296	7.19e-93
5289	KH2012:KH.C5.359	FANCI	510	6.89e-158
5290	KH2012:KH.C5.36	ZNF20	65.5	2.68e-11
5291	KH2012:KH.C5.361	DUSP16	105	1.22e-24
5292	KH2012:KH.C5.362	CIR1	220	1.53e-69
5293	KH2012:KH.C5.363	GPR161	94.0	1.81e-20
5294	KH2012:KH.C5.364	ELOB	102	1.08e-29
5295	KH2012:KH.C5.365	ZFYVE9	469	1.04e-143
5296	KH2012:KH.C5.366	U2SURP	778	0
5297	KH2012:KH.C5.367	LRP2	38.5	0.007
5298	KH2012:KH.C5.369	DEPDC1	267	1.67e-75
5299	KH2012:KH.C5.370	SLC38A9	399	4.57e-133
5300	KH2012:KH.C5.371	DRC1	537	0
5301	KH2012:KH.C5.372	RAD54L2	966	0
5302	KH2012:KH.C5.374	STOML2	413	2.03e-144
5303	KH2012:KH.C5.375	PCCA	913	0
5304	KH2012:KH.C5.376	SPATA17	271	2.86e-89
5305	KH2012:KH.C5.377	LMBRD2	621	0
5306	KH2012:KH.C5.378	CCDC171	436	2.65e-131
5307	KH2012:KH.C5.379	CEP41	285	3.79e-94
5308	KH2012:KH.C5.38	MAST2	135	1.59e-32
5309	KH2012:KH.C5.380	MRPL37	144	5.83e-38
5310	KH2012:KH.C5.381	DOT1L	527	2.64e-163
5311	KH2012:KH.C5.382	DOCK1	1788	0
5312	KH2012:KH.C5.384	UMOD	93.6	3.25e-19
5313	KH2012:KH.C5.386	REXO1	340	4.32e-100
5314	KH2012:KH.C5.388	LEXM	227	3.42e-70
5315	KH2012:KH.C5.390	AGBL2	399	1.86e-122
5316	KH2012:KH.C5.392	IDH3B	466	8.2e-165
5317	KH2012:KH.C5.393	DDO	225	2.17e-71
5318	KH2012:KH.C5.394	BUB3	493	3.85e-177
5319	KH2012:KH.C5.396	LRRC23	310	6.04e-105
5320	KH2012:KH.C5.399	RFX1	582	0
5321	KH2012:KH.C5.40	SRSF4	233	2.13e-73
5322	KH2012:KH.C5.401	CCDC91	44.7	8.14e-05
5323	KH2012:KH.C5.402	CYP2J2	256	1.61e-79
5324	KH2012:KH.C5.403	FAM151B	204	8.57e-64
5325	KH2012:KH.C5.404	COLEC11	91.3	7.34e-22
5326	KH2012:KH.C5.407	FBXL12	97.8	1.38e-23
5327	KH2012:KH.C5.408	CMC1	89.0	2.73e-23
5328	KH2012:KH.C5.409	SLC44A1	44.3	0.000259
5329	KH2012:KH.C5.41	RERG	105	4.43e-26
5330	KH2012:KH.C5.411	NGLY1	396	3.15e-130
5331	KH2012:KH.C5.413	GGT1	388	7.22e-128
5332	KH2012:KH.C5.415	PDHB	553	0
5333	KH2012:KH.C5.416	ATOH1	47.0	1.71e-06
5334	KH2012:KH.C5.418	ARFRP1	300	3.03e-105
5335	KH2012:KH.C5.419	KIF21A	640	0
5336	KH2012:KH.C5.42	CMPK1	230	1.6e-76
5337	KH2012:KH.C5.421	ITLN1	203	1.56e-64
5338	KH2012:KH.C5.422	MANF	176	9.03e-57
5339	KH2012:KH.C5.425	ZMYM3	301	1.6e-86
5340	KH2012:KH.C5.428	CCNJ	204	3.01e-63
5341	KH2012:KH.C5.429	DPH5	380	3.91e-134
5342	KH2012:KH.C5.430	KLF15	172	2.09e-47
5343	KH2012:KH.C5.431	RANBP3	197	9.23e-57
5344	KH2012:KH.C5.434	EEF2	1221	0
5345	KH2012:KH.C5.435	DHDDS	298	1.28e-100
5346	KH2012:KH.C5.436	CLEC4A	55.8	2.69e-09
5347	KH2012:KH.C5.439	PHLDB2	40.0	0.003
5348	KH2012:KH.C5.44	TMEM56	116	3.03e-31
5349	KH2012:KH.C5.440	LRRC15	98.6	4.84e-23
5350	KH2012:KH.C5.441	FBXO18	358	1.69e-107
5351	KH2012:KH.C5.442	EDRF1	561	9.56e-180
5352	KH2012:KH.C5.445	FMO2	312	1.46e-100
5353	KH2012:KH.C5.447	PRKAG2	241	3.45e-71
5354	KH2012:KH.C5.448	ADPRHL2	224	1.4e-70
5355	KH2012:KH.C5.45	GLUD2	147	1.77e-38
5356	KH2012:KH.C5.451	SPINT3	50.1	2.88e-08
5357	KH2012:KH.C5.453	SPTLC1	504	3.77e-177
5358	KH2012:KH.C5.454	RIOK3	82.4	2.06e-18
5359	KH2012:KH.C5.455	MTREX	1445	0
5360	KH2012:KH.C5.456	SLC1A1	551	0
5361	KH2012:KH.C5.459	CLPTM1	688	0
5362	KH2012:KH.C5.46	PLPP5	261	1.23e-87
5363	KH2012:KH.C5.460	COLEC11	79.0	2.07e-17
5364	KH2012:KH.C5.461	SARS	768	0
5365	KH2012:KH.C5.462	PCLAF	56.2	2.04e-10
5366	KH2012:KH.C5.463	GCHFR	110	1.05e-33
5367	KH2012:KH.C5.464	SLC16A12	127	3.77e-32
5368	KH2012:KH.C5.465	RELN	1132	0
5369	KH2012:KH.C5.466	GEMIN2	149	6.1e-43
5370	KH2012:KH.C5.467	RUVBL2	814	0
5371	KH2012:KH.C5.469	LRP4	213	4.09e-56
5372	KH2012:KH.C5.47	TMEM56	110	4.9e-29
5373	KH2012:KH.C5.470	MCCC2	807	0
5374	KH2012:KH.C5.471	TRMU	376	4.32e-128
5375	KH2012:KH.C5.473	MFGE8	146	4.35e-41
5376	KH2012:KH.C5.476	PLAC8	45.1	2.91e-07
5377	KH2012:KH.C5.478	LRRC6	61.2	1.44e-09
5378	KH2012:KH.C5.479	WDR61	410	3.65e-145
5379	KH2012:KH.C5.480	B3GAT1	179	6.26e-54
5380	KH2012:KH.C5.481	BSN	39.7	0.004
5381	KH2012:KH.C5.482	FUT6	127	2.29e-33
5382	KH2012:KH.C5.483	CLDN19	115	1.27e-31
5383	KH2012:KH.C5.485	TYRP1	543	0
5384	KH2012:KH.C5.486	ATP5IF1	62.4	3.9e-14
5385	KH2012:KH.C5.487	TOLLIP	201	9.56e-64
5386	KH2012:KH.C5.488	ENO4	283	1.75e-87
5387	KH2012:KH.C5.49	SCP2	424	1.94e-146
5388	KH2012:KH.C5.491	TRAPPC13	357	2.31e-121
5389	KH2012:KH.C5.493	DCXR	124	9.35e-35
5390	KH2012:KH.C5.494	FAHD2B	325	5.35e-112
5391	KH2012:KH.C5.495	PTPRA	826	0
5392	KH2012:KH.C5.496	DYNC1LI1	357	1.01e-118
5393	KH2012:KH.C5.498	LSM8	156	2.14e-51
5394	KH2012:KH.C5.499	PRPF38A	324	7.7e-111
5395	KH2012:KH.C5.5	FGF18	109	6.13e-28
5396	KH2012:KH.C5.50	ZNF207	160	2.66e-45
5397	KH2012:KH.C5.500	ZAR1	58.5	1.81e-09
5398	KH2012:KH.C5.501	GSTT2B	96.3	4.2e-24
5399	KH2012:KH.C5.502	NKX6-2	202	6.69e-62
5400	KH2012:KH.C5.503	RWDD3	118	3.73e-32
5401	KH2012:KH.C5.504	EAF1	122	1.98e-33
5402	KH2012:KH.C5.506	FCGBP	42.7	0.001
5403	KH2012:KH.C5.508	RAB27B	235	1.38e-78
5404	KH2012:KH.C5.51	DYNC2LI1	257	7.47e-84
5405	KH2012:KH.C5.510	TAX1BP3	119	1.03e-35
5406	KH2012:KH.C5.511	ZSWIM2	328	6.43e-107
5407	KH2012:KH.C5.512	NUDT16	95.1	3.08e-24
5408	KH2012:KH.C5.513	CEPT1	410	2.11e-142
5409	KH2012:KH.C5.515	C3orf20	139	1.21e-33
5410	KH2012:KH.C5.516	PPP1R2	92.0	5.32e-24
5411	KH2012:KH.C5.517	GXYLT2	363	2.56e-123
5412	KH2012:KH.C5.519	B4GALT7	163	7.87e-50
5413	KH2012:KH.C5.52	CALHM5	120	7.56e-31
5414	KH2012:KH.C5.521	RAD17	246	7.45e-74
5415	KH2012:KH.C5.522	SLC6A11	596	0
5416	KH2012:KH.C5.523	TCP1	859	0
5417	KH2012:KH.C5.524	NTN4	485	3.02e-164
5418	KH2012:KH.C5.525	MECOM	219	1.96e-58
5419	KH2012:KH.C5.53	GLIS3	311	7.16e-91
5420	KH2012:KH.C5.530	ORC1	388	3.76e-124
5421	KH2012:KH.C5.531	SLC35E3	115	1.47e-31
5422	KH2012:KH.C5.532	TTC28	839	0
5423	KH2012:KH.C5.533	HMGCS1	564	0
5424	KH2012:KH.C5.534	CDC20	525	0
5425	KH2012:KH.C5.535	TJP2	527	2.53e-164
5426	KH2012:KH.C5.537	CHST3	139	9.84e-37
5427	KH2012:KH.C5.538	ORC4	410	1.72e-141
5428	KH2012:KH.C5.54	ERCC8	266	3.7e-87
5429	KH2012:KH.C5.541	HS2ST1	338	5.36e-115
5430	KH2012:KH.C5.542	RHOT1	621	0
5431	KH2012:KH.C5.543	ADAMTS20	47.4	2.62e-05
5432	KH2012:KH.C5.544	SHH	269	1.88e-87
5433	KH2012:KH.C5.545	FAM98A	217	2.04e-65
5434	KH2012:KH.C5.546	SACM1L	600	0
5435	KH2012:KH.C5.547	KLHL13	811	0
5436	KH2012:KH.C5.548	CKB	577	0
5437	KH2012:KH.C5.549	ALOX5	299	8.22e-94
5438	KH2012:KH.C5.550	ZCCHC6	201	1.02e-56
5439	KH2012:KH.C5.551	RBSN	311	2.08e-96
5440	KH2012:KH.C5.552	RTP4	58.2	1.52e-09
5441	KH2012:KH.C5.553	FMO1	311	5.12e-100
5442	KH2012:KH.C5.554	NEUROD6	47.4	4.88e-06
5443	KH2012:KH.C5.556	NNT	1492	0
5444	KH2012:KH.C5.557	B3GAT1	179	1.94e-55
5445	KH2012:KH.C5.558	TSPOAP1	206	2.01e-53
5446	KH2012:KH.C5.559	DAB2	179	3.62e-48
5447	KH2012:KH.C5.56	CNN3	107	9.74e-29
5448	KH2012:KH.C5.562	DAG1	78.6	1.39e-14
5449	KH2012:KH.C5.563	CTRL	169	2.49e-48
5450	KH2012:KH.C5.564	GIPC1	345	5.06e-119
5451	KH2012:KH.C5.565	GTF2H1	519	1.03e-180
5452	KH2012:KH.C5.566	COPA	1939	0
5453	KH2012:KH.C5.567	DEGS1	411	4.36e-144
5454	KH2012:KH.C5.568	TBC1D24	305	1.06e-96
5455	KH2012:KH.C5.57	MPDZ	715	0
5456	KH2012:KH.C5.570	POLE	2619	0
5457	KH2012:KH.C5.571	CRADD	58.2	1.16e-10
5458	KH2012:KH.C5.572	LZTS3	71.2	7.95e-13
5459	KH2012:KH.C5.573	ANKUB1	261	5.03e-79
5460	KH2012:KH.C5.574	ANKRD7	160	1.33e-43
5461	KH2012:KH.C5.575	CFAP58	1050	0
5462	KH2012:KH.C5.578	MYO15A	141	7.55e-36
5463	KH2012:KH.C5.58	ACTR1A	632	0
5464	KH2012:KH.C5.580	FUT8	248	3.33e-75
5465	KH2012:KH.C5.581	TIMP2	79.7	6.5e-17
5466	KH2012:KH.C5.582	SLC13A2	140	4.21e-40
5467	KH2012:KH.C5.583	MLYCD	319	5.44e-104
5468	KH2012:KH.C5.584	FUT3	148	4.82e-40
5469	KH2012:KH.C5.586	FCN2	117	8.72e-31
5470	KH2012:KH.C5.587	TRAPPC5	251	4.92e-86
5471	KH2012:KH.C5.588	MGST1	126	6.59e-38
5472	KH2012:KH.C5.59	ZNF598	293	1.52e-87
5473	KH2012:KH.C5.590	FAM166B	111	1.12e-28
5474	KH2012:KH.C5.592	MGAT4A	221	1.01e-65
5475	KH2012:KH.C5.593	SPEF2	940	0
5476	KH2012:KH.C5.595	FDXACB1	152	3.81e-39
5477	KH2012:KH.C5.596	ASGR2	65.1	1.85e-11
5478	KH2012:KH.C5.597	ADGRL2	597	0
5479	KH2012:KH.C5.598	CARM1	599	0
5480	KH2012:KH.C5.599	IARS	1587	0
5481	KH2012:KH.C5.6	TYSND1	127	3.64e-32
5482	KH2012:KH.C5.60	PPRC1	135	8.7e-32
5483	KH2012:KH.C5.600	ERBIN	94.4	2.6e-19
5484	KH2012:KH.C5.602	M1AP	162	5.41e-44
5485	KH2012:KH.C5.603	SSX2IP	155	1.51e-40
5486	KH2012:KH.C5.604	VPS33B	624	0
5487	KH2012:KH.C5.605	FGFRL1	254	2.82e-78
5488	KH2012:KH.C5.606	FOLR2	231	3.86e-76
5489	KH2012:KH.C5.607	ARMC9	623	0
5490	KH2012:KH.C5.608	RAVER2	193	7.23e-52
5491	KH2012:KH.C5.609	CLEC11A	39.7	0.000153
5492	KH2012:KH.C5.61	ISY1-RAB43	357	1.85e-124
5493	KH2012:KH.C5.610	JUN	182	1.42e-54
5494	KH2012:KH.C5.611	ABHD4	301	2.41e-102
5495	KH2012:KH.C5.613	IFT22	144	5.06e-44
5496	KH2012:KH.C5.614	NTSR1	70.1	1.91e-13
5497	KH2012:KH.C5.615	ARSI	367	2.85e-121
5498	KH2012:KH.C5.616	CYP2J2	135	2.61e-36
5499	KH2012:KH.C5.617	HTT	333	7.44e-92
5500	KH2012:KH.C5.618	CYP2U1	130	2.12e-36
5501	KH2012:KH.C5.619	AP3M1	638	0
5502	KH2012:KH.C5.62	ODF3	183	2.34e-57
5503	KH2012:KH.C5.620	SVEP1	422	9.51e-128
5504	KH2012:KH.C5.622	EMSY	107	1.87e-23
5505	KH2012:KH.C5.625	KLHL12	187	2.3e-53
5506	KH2012:KH.C5.626	USP19	310	1.87e-87
5507	KH2012:KH.C5.627	LTBP2	202	1.38e-54
5508	KH2012:KH.C5.628	FAHD2A	376	1.86e-131
5509	KH2012:KH.C5.629	OXSR1	608	0
5510	KH2012:KH.C5.63	NASP	134	1.28e-33
5511	KH2012:KH.C5.632	THOC3	451	1.81e-160
5512	KH2012:KH.C5.633	ECM2	174	2.27e-48
5513	KH2012:KH.C5.634	TMEM205	63.9	1.39e-12
5514	KH2012:KH.C5.635	FOLR1	95.1	5.82e-23
5515	KH2012:KH.C5.637	SLC35E3	389	9.85e-137
5516	KH2012:KH.C5.638	WNT4	164	7.25e-49
5517	KH2012:KH.C5.639	ALKBH7	170	1.83e-52
5518	KH2012:KH.C5.64	ZNF367	188	3.41e-55
5519	KH2012:KH.C5.641	NFIX	355	5.67e-117
5520	KH2012:KH.C5.642	TSSK2	192	7.2e-58
5521	KH2012:KH.C5.644	KDM8	337	1.67e-112
5522	KH2012:KH.C5.645	KATNAL2	647	0
5523	KH2012:KH.C5.646	ATP9A	1317	0
5524	KH2012:KH.C5.648	LRRC7	288	2.51e-88
5525	KH2012:KH.C5.649	GINS4	201	2.06e-65
5526	KH2012:KH.C5.65	CDK16	436	6.23e-150
5527	KH2012:KH.C5.650	SLC22A13	241	3.48e-73
5528	KH2012:KH.C5.651	PTCH1	531	6.17e-163
5529	KH2012:KH.C5.652	NUDT12	353	3.32e-118
5530	KH2012:KH.C5.653	CYP2U1	347	3.09e-114
5531	KH2012:KH.C5.654	MTCL1	46.6	8.36e-05
5532	KH2012:KH.C5.655	ITLN1	51.2	2.96e-09
5533	KH2012:KH.C5.656	RBM28	370	1.27e-116
5534	KH2012:KH.C5.659	AMY1A	536	0
5535	KH2012:KH.C5.66	ARHGAP21	416	2.84e-118
5536	KH2012:KH.C5.660	NLRP1	87.0	3e-17
5537	KH2012:KH.C5.662	SASS6	495	1.5e-167
5538	KH2012:KH.C5.663	PLK3	376	3.54e-120
5539	KH2012:KH.C5.664	PSMD10	233	5.62e-78
5540	KH2012:KH.C5.667	ATPAF1	167	2.8e-49
5541	KH2012:KH.C5.67	DCXR	99.8	3.37e-25
5542	KH2012:KH.C5.68	CLIP3	258	7.33e-79
5543	KH2012:KH.C5.69	MAPK7	460	4.82e-150
5544	KH2012:KH.C5.7	SURF6	71.2	8.47e-14
5545	KH2012:KH.C5.70	B3GAT3	191	1.45e-58
5546	KH2012:KH.C5.71	EFCAB7	344	2.56e-110
5547	KH2012:KH.C5.72	SARAF	157	4.26e-45
5548	KH2012:KH.C5.73	UBXN4	124	1.35e-32
5549	KH2012:KH.C5.74	FOXL1	107	4.08e-25
5550	KH2012:KH.C5.75	ITLN2	136	1.38e-35
5551	KH2012:KH.C5.76	BTRC	835	0
5552	KH2012:KH.C5.77	SPTLC1	518	0
5553	KH2012:KH.C5.78	PAIP2B	40.4	7.13e-05
5554	KH2012:KH.C5.79	BSG	48.1	1.01e-06
5555	KH2012:KH.C5.8	SYN3	473	2.63e-162
5556	KH2012:KH.C5.80	CACTIN	714	0
5557	KH2012:KH.C5.81	RBM20	70.5	2.57e-12
5558	KH2012:KH.C5.82	SUMF1	39.7	0.006
5559	KH2012:KH.C5.85	ATL1	169	5.04e-46
5560	KH2012:KH.C5.86	AASS	369	9.47e-112
5561	KH2012:KH.C5.87	CYP2J2	313	2.63e-101
5562	KH2012:KH.C5.89	TNXB	132	8.87e-34
5563	KH2012:KH.C5.9	CFAP69	823	0
5564	KH2012:KH.C5.90	CBFB	198	2.38e-65
5565	KH2012:KH.C5.91	CNOT1	1672	0
5566	KH2012:KH.C5.92	RNF123	615	0
5567	KH2012:KH.C5.93	SLC6A1	446	1.05e-150
5568	KH2012:KH.C5.94	TRPA1	311	1.42e-88
5569	KH2012:KH.C5.96	MACC1	154	4.33e-38
5570	KH2012:KH.C5.97	NDUFB7	61.2	4.47e-13
5571	KH2012:KH.C5.98	ATP6AP1	71.2	1.72e-13
5572	KH2012:KH.C5.99	MUC4	186	6.83e-47
5573	KH2012:KH.C6.1	BOP1	814	0
5574	KH2012:KH.C6.10	NR5A2	335	2.69e-109
5575	KH2012:KH.C6.100	PAAF1	271	3.34e-87
5576	KH2012:KH.C6.101	RAPGEF2	413	4.58e-119
5577	KH2012:KH.C6.102	PRSS16	207	7.25e-61
5578	KH2012:KH.C6.103	OSBPL9	43.5	0.000102
5579	KH2012:KH.C6.104	DLG5	358	6.6e-101
5580	KH2012:KH.C6.105	TSPAN5	40.4	0.000861
5581	KH2012:KH.C6.107	OXA1L	80.5	4.56e-17
5582	KH2012:KH.C6.108	CDK6	380	1.41e-128
5583	KH2012:KH.C6.109	TMEM181	407	1.72e-137
5584	KH2012:KH.C6.112	LONRF2	332	1.64e-102
5585	KH2012:KH.C6.113	SFT2D2	175	8.59e-57
5586	KH2012:KH.C6.114	IPPK	102	2.86e-23
5587	KH2012:KH.C6.115	MCFD2	90.1	9.13e-24
5588	KH2012:KH.C6.116	BBS10	75.1	4.97e-14
5589	KH2012:KH.C6.117	SMAD4	668	0
5590	KH2012:KH.C6.118	ARIH2	484	3.22e-168
5591	KH2012:KH.C6.12	CFP	42.7	0.000691
5592	KH2012:KH.C6.120	AOX1	1083	0
5593	KH2012:KH.C6.121	ARF1	172	1.31e-56
5594	KH2012:KH.C6.122	FLVCR2	117	2.95e-28
5595	KH2012:KH.C6.123	NLRC5	74.3	1.96e-13
5596	KH2012:KH.C6.124	SIRT1	498	5.14e-167
5597	KH2012:KH.C6.125	KDM2A	449	2.06e-141
5598	KH2012:KH.C6.126	KLHL10	596	0
5599	KH2012:KH.C6.127	SLC2A1	240	1.49e-74
5600	KH2012:KH.C6.128	CELF5	452	2.18e-155
5601	KH2012:KH.C6.129	NEUROG1	105	2.78e-26
5602	KH2012:KH.C6.13	CELSR1	1791	0
5603	KH2012:KH.C6.130	TPK1	162	1.48e-49
5604	KH2012:KH.C6.131	OIT3	111	2.27e-25
5605	KH2012:KH.C6.132	PHB2	315	1.13e-108
5606	KH2012:KH.C6.133	ADK	417	1.14e-145
5607	KH2012:KH.C6.134	PTPRA	342	1.52e-102
5608	KH2012:KH.C6.135	RBM48	147	1.9e-40
5609	KH2012:KH.C6.136	RPS6KA1	1039	0
5610	KH2012:KH.C6.137	WTAP	256	1.73e-79
5611	KH2012:KH.C6.14	MRM3	140	2.15e-37
5612	KH2012:KH.C6.140	ATP5PO	139	2.37e-41
5613	KH2012:KH.C6.141	C1QTNF9B	39.7	0.01
5614	KH2012:KH.C6.142	PPIE	75.5	1.59e-15
5615	KH2012:KH.C6.143	ARF3	124	6.67e-38
5616	KH2012:KH.C6.144	NDUFAF4	52.4	8.52e-09
5617	KH2012:KH.C6.145	CHRD	461	2.61e-147
5618	KH2012:KH.C6.146	FUCA1	449	5.66e-154
5619	KH2012:KH.C6.147	GRM7	407	5.34e-127
5620	KH2012:KH.C6.148	OIT3	108	9.66e-25
5621	KH2012:KH.C6.15	METTL24	77.0	3.97e-15
5622	KH2012:KH.C6.151	TRAPPC10	504	5.89e-157
5623	KH2012:KH.C6.152	LATS1	595	0
5624	KH2012:KH.C6.155	FLRT2	199	4.3e-55
5625	KH2012:KH.C6.156	KYNU	311	2.08e-104
5626	KH2012:KH.C6.158	RPL24	140	7.73e-44
5627	KH2012:KH.C6.16	CD36	262	2.34e-81
5628	KH2012:KH.C6.160	NUDCD3	280	1.29e-92
5629	KH2012:KH.C6.162	FZD4	566	0
5630	KH2012:KH.C6.163	FLRT2	204	2.23e-57
5631	KH2012:KH.C6.164	COMP	780	0
5632	KH2012:KH.C6.165	RASGEF1C	154	1.61e-40
5633	KH2012:KH.C6.166	GPR84	89.0	2.09e-19
5634	KH2012:KH.C6.167	VLDLR	78.2	3.04e-15
5635	KH2012:KH.C6.168	MEPCE	299	3.59e-92
5636	KH2012:KH.C6.17	SLC2A1	191	8.75e-55
5637	KH2012:KH.C6.171	CMSS1	165	6.73e-50
5638	KH2012:KH.C6.172	TAF12	170	1.12e-53
5639	KH2012:KH.C6.173	NOSTRIN	92.0	1.49e-19
5640	KH2012:KH.C6.174	TEX264	122	6.96e-34
5641	KH2012:KH.C6.175	NUDT16	107	7.22e-29
5642	KH2012:KH.C6.176	SLC9A3R1	126	2.23e-32
5643	KH2012:KH.C6.177	ACKR3	105	1.74e-24
5644	KH2012:KH.C6.178	RAB21	152	3.56e-46
